!FRM4SOC_CP
!RADCAL
# radiometric calibration coefs & linearity, lamp and panel data

# comments start with # (ignored by the processor)
# no empty lines between the parameter signatures in [] and the parameter values
# parameters are case insensitive
# parameters can be inserted in any order, except the first two signatures
# columns are tab- or space-delimited

[VERSION]
0.1

[CALDATE]
2022-06-06 10:56:28

[CALLAB]
Tartu Observatory

[USER]
Riho Vendt

[LAMP_ID]
TO_717

[PANEL_ID]
SG3151_2019

[DEVICE]
SAT0386

# Correlated color temperature (K)
[LAMP_CCT]
2990.7

# wavelength (nm)	bandwidth (nm)	irradiane (mW/m2/nm)	uncertainty (%, k=2)
[LAMPDATA]
692.50	0.00	167.7510	1.23
693.00	0.00	167.9509	1.23
693.50	0.00	168.1503	1.23
694.00	0.00	168.3492	1.23
694.50	0.00	168.5477	1.23
695.00	0.00	168.7457	1.23
695.50	0.00	168.9432	1.23
696.00	0.00	169.1403	1.23
696.50	0.00	169.3369	1.23
697.00	0.00	169.5331	1.23
697.50	0.00	169.7287	1.23
698.00	0.00	169.9239	1.23
698.50	0.00	170.1187	1.23
699.00	0.00	170.3129	1.23
699.50	0.00	170.5067	1.23
700.00	0.00	170.7001	1.23
700.50	0.00	170.8930	1.23
701.00	0.00	171.0854	1.23
701.50	0.00	171.2773	1.23
702.00	0.00	171.4688	1.23
702.50	0.00	171.6598	1.23
703.00	0.00	171.8503	1.23
703.50	0.00	172.0404	1.23
704.00	0.00	172.2300	1.23
704.50	0.00	172.4192	1.23
705.00	0.00	172.6079	1.23
705.50	0.00	172.7961	1.23
706.00	0.00	172.9838	1.23
706.50	0.00	173.1711	1.23
707.00	0.00	173.3580	1.23
707.50	0.00	173.5443	1.23
708.00	0.00	173.7302	1.23
708.50	0.00	173.9157	1.23
709.00	0.00	174.1007	1.23
709.50	0.00	174.2852	1.23
710.00	0.00	174.4692	1.23
710.50	0.00	174.6528	1.23
711.00	0.00	174.8360	1.23
711.50	0.00	175.0187	1.23
712.00	0.00	175.2009	1.23
712.50	0.00	175.3826	1.23
713.00	0.00	175.5639	1.23
713.50	0.00	175.7447	1.23
714.00	0.00	175.9251	1.23
714.50	0.00	176.1050	1.23
715.00	0.00	176.2845	1.23
715.50	0.00	176.4635	1.23
716.00	0.00	176.6420	1.23
716.50	0.00	176.8201	1.23
717.00	0.00	176.9977	1.23
717.50	0.00	177.1749	1.23
718.00	0.00	177.3516	1.23
718.50	0.00	177.5278	1.23
719.00	0.00	177.7036	1.23
719.50	0.00	177.8790	1.23
720.00	0.00	178.0538	1.23
720.50	0.00	178.2283	1.23
721.00	0.00	178.4022	1.23
721.50	0.00	178.5757	1.23
722.00	0.00	178.7488	1.23
722.50	0.00	178.9214	1.23
723.00	0.00	179.0935	1.23
723.50	0.00	179.2652	1.23
724.00	0.00	179.4365	1.23
724.50	0.00	179.6072	1.23
725.00	0.00	179.7776	1.23
725.50	0.00	179.9474	1.23
726.00	0.00	180.1169	1.23
726.50	0.00	180.2858	1.23
727.00	0.00	180.4543	1.23
727.50	0.00	180.6224	1.23
728.00	0.00	180.7900	1.23
728.50	0.00	180.9572	1.23
729.00	0.00	181.1239	1.23
729.50	0.00	181.2901	1.23
730.00	0.00	181.4559	1.23
730.50	0.00	181.6213	1.23
731.00	0.00	181.7862	1.23
731.50	0.00	181.9506	1.23
732.00	0.00	182.1146	1.23
732.50	0.00	182.2782	1.23
733.00	0.00	182.4413	1.23
733.50	0.00	182.6039	1.23
734.00	0.00	182.7661	1.23
734.50	0.00	182.9279	1.23
735.00	0.00	183.0892	1.23
735.50	0.00	183.2500	1.23
736.00	0.00	183.4104	1.23
736.50	0.00	183.5704	1.23
737.00	0.00	183.7299	1.23
737.50	0.00	183.8890	1.23
738.00	0.00	184.0476	1.23
738.50	0.00	184.2057	1.23
739.00	0.00	184.3635	1.23
739.50	0.00	184.5207	1.23
740.00	0.00	184.6776	1.23
740.50	0.00	184.8339	1.23
741.00	0.00	184.9899	1.23
741.50	0.00	185.1453	1.23
742.00	0.00	185.3004	1.23
742.50	0.00	185.4550	1.23
743.00	0.00	185.6091	1.23
743.50	0.00	185.7628	1.23
744.00	0.00	185.9161	1.23
744.50	0.00	186.0689	1.23
745.00	0.00	186.2212	1.23
745.50	0.00	186.3732	1.23
746.00	0.00	186.5246	1.23
746.50	0.00	186.6757	1.23
747.00	0.00	186.8262	1.23
747.50	0.00	186.9764	1.23
748.00	0.00	187.1261	1.23
748.50	0.00	187.2753	1.23
749.00	0.00	187.4241	1.23
749.50	0.00	187.5725	1.23
750.00	0.00	187.7204	1.23
750.50	0.00	187.8679	1.23
751.00	0.00	188.0149	1.23
751.50	0.00	188.1615	1.23
752.00	0.00	188.3076	1.23
752.50	0.00	188.4533	1.23
753.00	0.00	188.5985	1.23
753.50	0.00	188.7433	1.23
754.00	0.00	188.8877	1.23
754.50	0.00	189.0316	1.23
755.00	0.00	189.1751	1.23
755.50	0.00	189.3181	1.23
756.00	0.00	189.4607	1.23
756.50	0.00	189.6029	1.23
757.00	0.00	189.7446	1.23
757.50	0.00	189.8858	1.23
758.00	0.00	190.0266	1.23
758.50	0.00	190.1670	1.23
759.00	0.00	190.3069	1.23
759.50	0.00	190.4464	1.23
760.00	0.00	190.5854	1.23
760.50	0.00	190.7240	1.23
761.00	0.00	190.8622	1.23
761.50	0.00	190.9999	1.23
762.00	0.00	191.1372	1.23
762.50	0.00	191.2740	1.23
763.00	0.00	191.4104	1.23
763.50	0.00	191.5463	1.23
764.00	0.00	191.6818	1.23
764.50	0.00	191.8168	1.23
765.00	0.00	191.9514	1.23
765.50	0.00	192.0856	1.23
766.00	0.00	192.2193	1.23
766.50	0.00	192.3525	1.23
767.00	0.00	192.4854	1.23
767.50	0.00	192.6177	1.23
768.00	0.00	192.7497	1.23
768.50	0.00	192.8811	1.23
769.00	0.00	193.0122	1.23
769.50	0.00	193.1428	1.23
770.00	0.00	193.2729	1.23
770.50	0.00	193.4026	1.23
771.00	0.00	193.5319	1.23
771.50	0.00	193.6607	1.23
772.00	0.00	193.7890	1.23
772.50	0.00	193.9170	1.23
773.00	0.00	194.0444	1.23
773.50	0.00	194.1715	1.23
774.00	0.00	194.2980	1.23
774.50	0.00	194.4241	1.23
775.00	0.00	194.5498	1.23
775.50	0.00	194.6751	1.23
776.00	0.00	194.7998	1.23
776.50	0.00	194.9242	1.23
777.00	0.00	195.0481	1.23
777.50	0.00	195.1715	1.23
778.00	0.00	195.2945	1.23
778.50	0.00	195.4170	1.23
779.00	0.00	195.5391	1.23
779.50	0.00	195.6607	1.23
780.00	0.00	195.7819	1.23
780.50	0.00	195.9026	1.23
781.00	0.00	196.0229	1.23
781.50	0.00	196.1427	1.23
782.00	0.00	196.2621	1.23
782.50	0.00	196.3810	1.23
783.00	0.00	196.4995	1.23
783.50	0.00	196.6175	1.23
784.00	0.00	196.7351	1.23
784.50	0.00	196.8522	1.23
785.00	0.00	196.9688	1.23
785.50	0.00	197.0850	1.23
786.00	0.00	197.2008	1.23
786.50	0.00	197.3161	1.23
787.00	0.00	197.4309	1.23
787.50	0.00	197.5453	1.23
788.00	0.00	197.6592	1.23
788.50	0.00	197.7726	1.23
789.00	0.00	197.8856	1.23
789.50	0.00	197.9982	1.23
790.00	0.00	198.1103	1.23
790.50	0.00	198.2219	1.23
791.00	0.00	198.3330	1.23
791.50	0.00	198.4437	1.23
792.00	0.00	198.5540	1.23
792.50	0.00	198.6637	1.23
793.00	0.00	198.7731	1.23
793.50	0.00	198.8819	1.23
794.00	0.00	198.9903	1.23
794.50	0.00	199.0982	1.23
795.00	0.00	199.2057	1.23
795.50	0.00	199.3127	1.23
796.00	0.00	199.4192	1.23
796.50	0.00	199.5253	1.23
797.00	0.00	199.6308	1.23
797.50	0.00	199.7360	1.23
798.00	0.00	199.8406	1.23
798.50	0.00	199.9448	1.23
799.00	0.00	200.0485	1.23
799.50	0.00	200.1518	1.23
800.00	0.00	200.2545	1.23
800.50	0.00	200.3568	1.23
801.00	0.00	200.4587	1.23
801.50	0.00	200.5600	1.23
802.00	0.00	200.6609	1.23
802.50	0.00	200.7613	1.23
803.00	0.00	200.8612	1.23
803.50	0.00	200.9607	1.23
804.00	0.00	201.0597	1.23
804.50	0.00	201.1582	1.23
805.00	0.00	201.2562	1.23
805.50	0.00	201.3537	1.23
806.00	0.00	201.4508	1.23
806.50	0.00	201.5474	1.23
807.00	0.00	201.6435	1.23
807.50	0.00	201.7391	1.23
808.00	0.00	201.8342	1.23
808.50	0.00	201.9289	1.23
809.00	0.00	202.0231	1.23
809.50	0.00	202.1167	1.23
810.00	0.00	202.2099	1.23
810.50	0.00	202.3026	1.23
811.00	0.00	202.3948	1.23
811.50	0.00	202.4866	1.23
812.00	0.00	202.5778	1.23
812.50	0.00	202.6686	1.23
813.00	0.00	202.7588	1.23
813.50	0.00	202.8486	1.23
814.00	0.00	202.9379	1.23
814.50	0.00	203.0266	1.23
815.00	0.00	203.1149	1.23
815.50	0.00	203.2027	1.23
816.00	0.00	203.2900	1.23
816.50	0.00	203.3768	1.23
817.00	0.00	203.4631	1.23
817.50	0.00	203.5488	1.23
818.00	0.00	203.6341	1.23
818.50	0.00	203.7189	1.23
819.00	0.00	203.8032	1.23
819.50	0.00	203.8870	1.23
820.00	0.00	203.9703	1.23
820.50	0.00	204.0530	1.23
821.00	0.00	204.1353	1.23
821.50	0.00	204.2170	1.23
822.00	0.00	204.2983	1.23
822.50	0.00	204.3790	1.23
823.00	0.00	204.4592	1.23
823.50	0.00	204.5390	1.23
824.00	0.00	204.6182	1.23
824.50	0.00	204.6968	1.23
825.00	0.00	204.7750	1.23
825.50	0.00	204.8527	1.23
826.00	0.00	204.9298	1.23
826.50	0.00	205.0064	1.23
827.00	0.00	205.0825	1.23
827.50	0.00	205.1581	1.23
828.00	0.00	205.2331	1.23
828.50	0.00	205.3077	1.23
829.00	0.00	205.3817	1.23
829.50	0.00	205.4552	1.23
830.00	0.00	205.5281	1.23
830.50	0.00	205.6006	1.23
831.00	0.00	205.6725	1.23
831.50	0.00	205.7438	1.23
832.00	0.00	205.8147	1.23
832.50	0.00	205.8850	1.23
833.00	0.00	205.9548	1.23
833.50	0.00	206.0240	1.23
834.00	0.00	206.0927	1.23
834.50	0.00	206.1609	1.23
835.00	0.00	206.2285	1.23
835.50	0.00	206.2956	1.23
836.00	0.00	206.3622	1.23
836.50	0.00	206.4282	1.23
837.00	0.00	206.4936	1.23
837.50	0.00	206.5586	1.23
838.00	0.00	206.6230	1.23
838.50	0.00	206.6868	1.23
839.00	0.00	206.7501	1.23
839.50	0.00	206.8128	1.23
840.00	0.00	206.8750	1.23
840.50	0.00	206.9367	1.23
841.00	0.00	206.9977	1.23
841.50	0.00	207.0583	1.23
842.00	0.00	207.1183	1.23
842.50	0.00	207.1777	1.23
843.00	0.00	207.2366	1.23
843.50	0.00	207.2949	1.23
844.00	0.00	207.3526	1.23
844.50	0.00	207.4098	1.23
845.00	0.00	207.4664	1.23
845.50	0.00	207.5225	1.23
846.00	0.00	207.5780	1.23
846.50	0.00	207.6329	1.23
847.00	0.00	207.6873	1.23
847.50	0.00	207.7411	1.23
848.00	0.00	207.7943	1.23
848.50	0.00	207.8470	1.23
849.00	0.00	207.8991	1.23
849.50	0.00	207.9506	1.23
850.00	0.00	208.0016	1.23
850.50	0.00	208.0519	1.23
851.00	0.00	208.1017	1.23
851.50	0.00	208.1509	1.23
852.00	0.00	208.1995	1.23
852.50	0.00	208.2476	1.23
853.00	0.00	208.2951	1.23
853.50	0.00	208.3419	1.23
854.00	0.00	208.3882	1.23
854.50	0.00	208.4340	1.23
855.00	0.00	208.4791	1.23
855.50	0.00	208.5236	1.23
856.00	0.00	208.5676	1.23
856.50	0.00	208.6109	1.23
857.00	0.00	208.6537	1.23
857.50	0.00	208.6959	1.23
858.00	0.00	208.7375	1.23
858.50	0.00	208.7784	1.23
859.00	0.00	208.8188	1.23
859.50	0.00	208.8586	1.23
860.00	0.00	208.8978	1.23
860.50	0.00	208.9364	1.23
861.00	0.00	208.9744	1.23
861.50	0.00	209.0117	1.23
862.00	0.00	209.0485	1.23
862.50	0.00	209.0847	1.23
863.00	0.00	209.1202	1.23
863.50	0.00	209.1552	1.23
864.00	0.00	209.1895	1.23
864.50	0.00	209.2233	1.23
865.00	0.00	209.2564	1.23
865.50	0.00	209.2889	1.23
866.00	0.00	209.3208	1.23
866.50	0.00	209.3521	1.23
867.00	0.00	209.3827	1.23
867.50	0.00	209.4127	1.23
868.00	0.00	209.4422	1.23
868.50	0.00	209.4710	1.23
869.00	0.00	209.4991	1.23
869.50	0.00	209.5267	1.23
870.00	0.00	209.5536	1.23
870.50	0.00	209.5799	1.23
871.00	0.00	209.6056	1.23
871.50	0.00	209.6306	1.23
872.00	0.00	209.6550	1.23
872.50	0.00	209.6788	1.23
873.00	0.00	209.7020	1.23
873.50	0.00	209.7245	1.23
874.00	0.00	209.7464	1.23
874.50	0.00	209.7676	1.23
875.00	0.00	209.7883	1.23
875.50	0.00	209.8082	1.23
876.00	0.00	209.8276	1.23
876.50	0.00	209.8463	1.23
877.00	0.00	209.8643	1.23
877.50	0.00	209.8817	1.23
878.00	0.00	209.8985	1.23
878.50	0.00	209.9146	1.23
879.00	0.00	209.9301	1.23
879.50	0.00	209.9450	1.23
880.00	0.00	209.9591	1.23
880.50	0.00	209.9727	1.23
881.00	0.00	209.9856	1.23
881.50	0.00	209.9978	1.23
882.00	0.00	210.0094	1.23
882.50	0.00	210.0203	1.23
883.00	0.00	210.0306	1.23
883.50	0.00	210.0402	1.23
884.00	0.00	210.0492	1.23
884.50	0.00	210.0575	1.23
885.00	0.00	210.0652	1.23
885.50	0.00	210.0722	1.23
886.00	0.00	210.0785	1.23
886.50	0.00	210.0842	1.23
887.00	0.00	210.0892	1.23
887.50	0.00	210.0935	1.23
888.00	0.00	210.0972	1.23
888.50	0.00	210.1002	1.23
889.00	0.00	210.1026	1.23
889.50	0.00	210.1043	1.23
890.00	0.00	210.1053	1.23
890.50	0.00	210.1056	1.23
891.00	0.00	210.1053	1.23
891.50	0.00	210.1043	1.23
892.00	0.00	210.1027	1.23
892.50	0.00	210.1004	1.23
893.00	0.00	210.0974	1.23
893.50	0.00	210.0937	1.23
894.00	0.00	210.0893	1.23
894.50	0.00	210.0843	1.23
895.00	0.00	210.0786	1.23
895.50	0.00	210.0722	1.23
896.00	0.00	210.0652	1.23
896.50	0.00	210.0575	1.23
897.00	0.00	210.0491	1.23
897.50	0.00	210.0400	1.23
898.00	0.00	210.0302	1.23
898.50	0.00	210.0198	1.23
899.00	0.00	210.0086	1.23
899.50	0.00	209.9968	1.23
900.00	0.00	209.9843	1.23
900.50	0.00	209.0132	3.51
901.00	0.00	209.0233	3.51
901.50	0.00	209.0332	3.51
902.00	0.00	209.0426	3.51
902.50	0.00	209.0518	3.51
903.00	0.00	209.0606	3.51
903.50	0.00	209.0690	3.51
904.00	0.00	209.0771	3.51
904.50	0.00	209.0849	3.51
905.00	0.00	209.0923	3.51
905.50	0.00	209.0994	3.51
906.00	0.00	209.1061	3.51
906.50	0.00	209.1125	3.51
907.00	0.00	209.1186	3.51
907.50	0.00	209.1244	3.51
908.00	0.00	209.1298	3.51
908.50	0.00	209.1348	3.51
909.00	0.00	209.1396	3.51
909.50	0.00	209.1440	3.51
910.00	0.00	209.1480	3.51
910.50	0.00	209.1518	3.51
911.00	0.00	209.1552	3.51
911.50	0.00	209.1583	3.51
912.00	0.00	209.1610	3.51
912.50	0.00	209.1634	3.51
913.00	0.00	209.1655	3.51
913.50	0.00	209.1673	3.51
914.00	0.00	209.1687	3.51
914.50	0.00	209.1698	3.51
915.00	0.00	209.1706	3.51
915.50	0.00	209.1711	3.51
916.00	0.00	209.1712	3.51
916.50	0.00	209.1710	3.51
917.00	0.00	209.1705	3.51
917.50	0.00	209.1697	3.51
918.00	0.00	209.1685	3.51
918.50	0.00	209.1670	3.51
919.00	0.00	209.1652	3.51
919.50	0.00	209.1631	3.51
920.00	0.00	209.1607	3.51
920.50	0.00	209.1579	3.51
921.00	0.00	209.1549	3.51
921.50	0.00	209.1515	3.51
922.00	0.00	209.1478	3.51
922.50	0.00	209.1438	3.51
923.00	0.00	209.1394	3.51
923.50	0.00	209.1348	3.51
924.00	0.00	209.1299	3.51
924.50	0.00	209.1246	3.51
925.00	0.00	209.1190	3.51
925.50	0.00	209.1131	3.51
926.00	0.00	209.1069	3.51
926.50	0.00	209.1004	3.51
927.00	0.00	209.0936	3.51
927.50	0.00	209.0865	3.51
928.00	0.00	209.0791	3.51
928.50	0.00	209.0713	3.51
929.00	0.00	209.0633	3.51
929.50	0.00	209.0549	3.51
930.00	0.00	209.0463	3.51
930.50	0.00	209.0373	3.51
931.00	0.00	209.0281	3.51
931.50	0.00	209.0185	3.51
932.00	0.00	209.0087	3.51
932.50	0.00	208.9985	3.51
933.00	0.00	208.9881	3.51
933.50	0.00	208.9773	3.51
934.00	0.00	208.9662	3.51
934.50	0.00	208.9549	3.51
935.00	0.00	208.9432	3.51
935.50	0.00	208.9313	3.51
936.00	0.00	208.9190	3.51
936.50	0.00	208.9065	3.51
937.00	0.00	208.8937	3.51
937.50	0.00	208.8805	3.51
938.00	0.00	208.8671	3.51
938.50	0.00	208.8534	3.51
939.00	0.00	208.8394	3.51
939.50	0.00	208.8251	3.51
940.00	0.00	208.8105	3.51
940.50	0.00	208.7957	3.51
941.00	0.00	208.7805	3.51
941.50	0.00	208.7651	3.51
942.00	0.00	208.7493	3.51
942.50	0.00	208.7333	3.51
943.00	0.00	208.7170	3.51
943.50	0.00	208.7004	3.51
944.00	0.00	208.6835	3.51
944.50	0.00	208.6664	3.51
945.00	0.00	208.6489	3.51
945.50	0.00	208.6312	3.51
946.00	0.00	208.6132	3.51
946.50	0.00	208.5949	3.51
947.00	0.00	208.5763	3.51
947.50	0.00	208.5575	3.51
948.00	0.00	208.5383	3.51
948.50	0.00	208.5189	3.51
949.00	0.00	208.4992	3.51
949.50	0.00	208.4793	3.51
950.00	0.00	208.4590	3.51
950.50	0.00	208.4385	3.51
951.00	0.00	208.4177	3.51
951.50	0.00	208.3967	3.51
952.00	0.00	208.3753	3.51
952.50	0.00	208.3537	3.51
953.00	0.00	208.3319	3.51
953.50	0.00	208.3097	3.51
954.00	0.00	208.2873	3.51
954.50	0.00	208.2646	3.51
955.00	0.00	208.2416	3.51
955.50	0.00	208.2184	3.51
956.00	0.00	208.1949	3.51
956.50	0.00	208.1711	3.51
957.00	0.00	208.1471	3.51
957.50	0.00	208.1228	3.51
958.00	0.00	208.0983	3.51
958.50	0.00	208.0734	3.51
959.00	0.00	208.0483	3.51
959.50	0.00	208.0230	3.51
960.00	0.00	207.9974	3.51
960.50	0.00	207.9715	3.51
961.00	0.00	207.9454	3.51
961.50	0.00	207.9190	3.51
962.00	0.00	207.8923	3.51
962.50	0.00	207.8654	3.51
963.00	0.00	207.8382	3.51
963.50	0.00	207.8108	3.51
964.00	0.00	207.7831	3.51
964.50	0.00	207.7552	3.51
965.00	0.00	207.7270	3.51
965.50	0.00	207.6985	3.51
966.00	0.00	207.6698	3.51
966.50	0.00	207.6408	3.51
967.00	0.00	207.6116	3.51
967.50	0.00	207.5821	3.51
968.00	0.00	207.5524	3.51
968.50	0.00	207.5225	3.51
969.00	0.00	207.4922	3.51
969.50	0.00	207.4618	3.51
970.00	0.00	207.4311	3.51
970.50	0.00	207.4001	3.51
971.00	0.00	207.3689	3.51
971.50	0.00	207.3374	3.51
972.00	0.00	207.3057	3.51
972.50	0.00	207.2738	3.51
973.00	0.00	207.2416	3.51
973.50	0.00	207.2091	3.51
974.00	0.00	207.1764	3.51
974.50	0.00	207.1435	3.51
975.00	0.00	207.1103	3.51
975.50	0.00	207.0769	3.51
976.00	0.00	207.0433	3.51
976.50	0.00	207.0094	3.51
977.00	0.00	206.9753	3.51
977.50	0.00	206.9409	3.51
978.00	0.00	206.9063	3.51
978.50	0.00	206.8714	3.51
979.00	0.00	206.8363	3.51
979.50	0.00	206.8010	3.51
980.00	0.00	206.7655	3.51
980.50	0.00	206.7297	3.51
981.00	0.00	206.6937	3.51
981.50	0.00	206.6574	3.51
982.00	0.00	206.6209	3.51
982.50	0.00	206.5842	3.51
983.00	0.00	206.5473	3.51
983.50	0.00	206.5101	3.51
984.00	0.00	206.4727	3.51
984.50	0.00	206.4350	3.51
985.00	0.00	206.3971	3.51
985.50	0.00	206.3590	3.51
986.00	0.00	206.3207	3.51
986.50	0.00	206.2822	3.51
987.00	0.00	206.2434	3.51
987.50	0.00	206.2044	3.51
988.00	0.00	206.1651	3.51
988.50	0.00	206.1257	3.51
989.00	0.00	206.0860	3.51
989.50	0.00	206.0461	3.51
990.00	0.00	206.0060	3.51
990.50	0.00	205.9656	3.51
991.00	0.00	205.9251	3.51
991.50	0.00	205.8843	3.51
992.00	0.00	205.8433	3.51
992.50	0.00	205.8020	3.51
993.00	0.00	205.7606	3.51
993.50	0.00	205.7189	3.51
994.00	0.00	205.6771	3.51
994.50	0.00	205.6350	3.51
995.00	0.00	205.5926	3.51
995.50	0.00	205.5501	3.51
996.00	0.00	205.5074	3.51
996.50	0.00	205.4644	3.51
997.00	0.00	205.4212	3.51
997.50	0.00	205.3779	3.51
998.00	0.00	205.3343	3.51
998.50	0.00	205.2905	3.51
999.00	0.00	205.2464	3.51
999.50	0.00	205.2022	3.51
1000.00	0.00	205.1578	3.51
[END_OF_LAMPDATA]

# wavelength (nm)	bandwidth (nm)	reflectance	uncertainty (%, k=2)
[PANELDATA]
350.00	0.00	0.9890	1.20
360.00	0.00	0.9890	1.20
370.00	0.00	0.9890	1.20
380.00	0.00	0.9880	1.20
390.00	0.00	0.9870	1.20
400.00	0.00	0.9880	0.50
410.00	0.00	0.9870	0.50
420.00	0.00	0.9900	0.50
430.00	0.00	0.9880	0.50
440.00	0.00	0.9890	0.50
450.00	0.00	0.9890	0.50
460.00	0.00	0.9900	0.50
470.00	0.00	0.9890	0.50
480.00	0.00	0.9890	0.50
490.00	0.00	0.9890	0.50
500.00	0.00	0.9880	0.50
510.00	0.00	0.9880	0.50
520.00	0.00	0.9880	0.50
530.00	0.00	0.9870	0.50
540.00	0.00	0.9870	0.50
550.00	0.00	0.9870	0.30
560.00	0.00	0.9860	0.30
570.00	0.00	0.9860	0.30
580.00	0.00	0.9850	0.30
590.00	0.00	0.9850	0.30
600.00	0.00	0.9850	0.30
610.00	0.00	0.9840	0.30
620.00	0.00	0.9840	0.30
630.00	0.00	0.9840	0.30
640.00	0.00	0.9830	0.30
650.00	0.00	0.9830	0.30
660.00	0.00	0.9830	0.30
670.00	0.00	0.9820	0.30
680.00	0.00	0.9820	0.30
690.00	0.00	0.9810	0.30
700.00	0.00	0.9820	0.30
710.00	0.00	0.9810	0.30
720.00	0.00	0.9800	0.30
730.00	0.00	0.9800	0.30
740.00	0.00	0.9800	0.30
750.00	0.00	0.9790	0.30
760.00	0.00	0.9790	0.30
770.00	0.00	0.9790	0.30
780.00	0.00	0.9770	0.30
790.00	0.00	0.9780	0.30
800.00	0.00	0.9770	0.30
810.00	0.00	0.9760	0.30
820.00	0.00	0.9750	0.30
830.00	0.00	0.9750	0.30
840.00	0.00	0.9760	0.30
850.00	0.00	0.9750	0.30
860.00	0.00	0.9740	0.30
870.00	0.00	0.9740	0.30
880.00	0.00	0.9750	0.30
890.00	0.00	0.9740	0.30
900.00	0.00	0.9740	0.30
910.00	0.00	0.9730	0.30
920.00	0.00	0.9730	0.30
930.00	0.00	0.9730	0.30
940.00	0.00	0.9720	0.30
950.00	0.00	0.9720	0.30
960.00	0.00	0.9720	0.30
970.00	0.00	0.9720	0.30
980.00	0.00	0.9710	0.30
990.00	0.00	0.9710	0.30
1000.00	0.00	0.9710	0.30
1010.00	0.00	0.9710	0.30
1020.00	0.00	0.9700	0.30
1030.00	0.00	0.9700	0.30
1040.00	0.00	0.9700	0.30
1050.00	0.00	0.9700	0.30
1060.00	0.00	0.9700	0.30
1070.00	0.00	0.9700	0.30
1080.00	0.00	0.9690	0.30
1090.00	0.00	0.9700	0.30
1100.00	0.00	0.9720	0.30
1110.00	0.00	0.9710	0.30
1120.00	0.00	0.9710	0.30
1130.00	0.00	0.9710	0.30
1140.00	0.00	0.9700	0.30
1150.00	0.00	0.9700	0.30
1160.00	0.00	0.9690	0.30
1170.00	0.00	0.9680	0.30
1180.00	0.00	0.9690	0.30
1190.00	0.00	0.9690	0.30
1200.00	0.00	0.9690	0.30
1210.00	0.00	0.9690	0.30
1220.00	0.00	0.9690	0.30
1230.00	0.00	0.9690	0.30
1240.00	0.00	0.9690	0.30
1250.00	0.00	0.9690	0.30
1260.00	0.00	0.9690	0.30
1270.00	0.00	0.9680	0.30
1280.00	0.00	0.9680	0.30
1290.00	0.00	0.9680	0.30
1300.00	0.00	0.9670	0.30
1310.00	0.00	0.9670	0.30
1320.00	0.00	0.9670	0.30
1330.00	0.00	0.9670	0.30
1340.00	0.00	0.9670	0.30
1350.00	0.00	0.9660	0.30
1360.00	0.00	0.9650	0.30
1370.00	0.00	0.9640	0.30
1380.00	0.00	0.9640	0.30
1390.00	0.00	0.9630	0.30
1400.00	0.00	0.9630	0.30
1410.00	0.00	0.9630	0.30
1420.00	0.00	0.9630	0.30
1430.00	0.00	0.9630	0.30
1440.00	0.00	0.9630	0.30
1450.00	0.00	0.9630	0.30
1460.00	0.00	0.9630	0.30
1470.00	0.00	0.9630	0.30
1480.00	0.00	0.9630	0.30
1490.00	0.00	0.9630	0.30
1500.00	0.00	0.9630	0.30
1510.00	0.00	0.9630	0.30
1520.00	0.00	0.9630	0.30
1530.00	0.00	0.9620	0.30
1540.00	0.00	0.9620	0.30
1550.00	0.00	0.9620	0.30
1560.00	0.00	0.9620	0.30
1570.00	0.00	0.9610	0.30
1580.00	0.00	0.9610	0.30
1590.00	0.00	0.9620	0.30
1600.00	0.00	0.9610	0.30
1610.00	0.00	0.9600	0.30
1620.00	0.00	0.9600	0.30
1630.00	0.00	0.9590	0.30
1640.00	0.00	0.9580	0.30
1650.00	0.00	0.9550	0.50
1660.00	0.00	0.9540	0.50
1670.00	0.00	0.9530	0.50
1680.00	0.00	0.9480	0.50
1690.00	0.00	0.9460	0.50
1700.00	0.00	0.9520	0.50
[END_OF_PANELDATA]

[AMBIENT_TEMP]
21.0

[DEVICE_TEMP]
22.61

# pixel no	wavelength (nm)	irradiane responsivity (unit depends on the device class)	uncertainty (%, k=2)	dark1	dark2 (content depends on the instrument class)	raw1	stdev1	raw2	stdev2
[CALDATA]
0	0.00	1024	0.00	0.000	0	1024	0.00	512	0.00
1	305.15	0.000E+000	0.00	940.700	0	56.67	2.31	58.40	3.80
2	308.53	0.000E+000	0.00	927.400	0	73.37	2.39	72.93	4.31
3	311.91	0.000E+000	0.00	924.800	0	87.33	1.72	95.00	5.05
4	315.30	0.000E+000	0.00	921.100	0	122.10	2.62	131.33	4.76
5	318.68	0.000E+000	0.00	920.600	0	170.17	1.74	177.13	4.72
6	322.06	0.000E+000	0.00	917.000	0	230.63	2.41	239.80	4.44
7	325.45	0.000E+000	0.00	915.000	0	292.00	1.78	291.13	4.22
8	328.83	0.000E+000	0.00	914.600	0	350.50	2.03	343.33	3.12
9	332.22	0.000E+000	0.00	918.800	0	408.97	1.85	399.47	3.55
10	335.60	0.000E+000	0.00	915.000	0	474.70	2.03	455.80	3.41
11	338.99	0.000E+000	0.00	917.300	0	545.50	1.83	535.07	3.70
12	342.38	0.000E+000	0.00	910.300	0	635.77	2.04	622.33	4.79
13	345.77	0.000E+000	0.00	920.500	0	729.27	1.96	729.87	5.50
14	349.15	0.000E+000	0.00	912.800	0	861.17	2.22	856.20	4.98
